ballx,bally,velx,vely,paddley
621,39,-8,-8,196
613,31,-8,-8,196
605,23,-8,-8,196
597,31,-8,8,196
589,39,-8,8,196
581,47,-8,8,196
573,55,-8,8,196
565,63,-8,8,196
557,71,-8,8,196
549,79,-8,8,196
541,87,-8,8,196
533,95,-8,8,196
525,103,-8,8,196
517,111,-8,8,196
509,119,-8,8,196
501,127,-8,8,196
493,135,-8,8,196
485,143,-8,8,196
477,151,-8,8,196
469,159,-8,8,196
461,167,-8,8,196
453,175,-8,8,196
445,183,-8,8,196
437,191,-8,8,196
429,199,-8,8,196
421,207,-8,8,196
413,215,-8,8,196
405,223,-8,8,196
397,231,-8,8,196
389,239,-8,8,196
381,247,-8,8,196
373,255,-8,8,196
365,263,-8,8,196
357,271,-8,8,190
349,279,-8,8,184
341,287,-8,8,178
333,295,-8,8,172
325,303,-8,8,166
317,311,-8,8,160
309,319,-8,8,154
301,327,-8,8,154
293,335,-8,8,154
285,343,-8,8,154
277,351,-8,8,154
269,359,-8,8,154
261,367,-8,8,154
253,375,-8,8,154
245,367,-8,-8,154
237,359,-8,-8,154
229,351,-8,-8,154
221,343,-8,-8,154
213,335,-8,-8,154
205,327,-8,-8,154
197,319,-8,-8,154
189,311,-8,-8,154
181,303,-8,-8,148
173,295,-8,-8,142
165,287,-8,-8,136
157,279,-8,-8,130
149,271,-8,-8,124
141,263,-8,-8,118
133,255,-8,-8,112
125,247,-8,-8,106
117,239,-8,-8,106
109,231,-8,-8,106
101,223,-8,-8,106
93,215,-8,-8,106
85,207,-8,-8,106
77,199,-8,-8,106
69,191,-8,-8,106
61,183,-8,-8,106
53,175,-8,-8,106
45,167,-8,-8,106
53,159,8,-8,106
61,151,8,-8,106
69,143,8,-8,106
77,135,8,-8,106
85,127,8,-8,100
93,119,8,-8,94
101,111,8,-8,88
109,103,8,-8,82
117,95,8,-8,76
125,87,8,-8,70
133,79,8,-8,64
141,71,8,-8,58
149,63,8,-8,52
157,55,8,-8,46
165,47,8,-8,46
173,39,8,-8,46
181,31,8,-8,46
189,23,8,-8,46
197,31,8,8,46
205,39,8,8,46
213,47,8,8,46
221,55,8,8,46
229,63,8,8,46
237,71,8,8,46
245,79,8,8,46
253,87,8,8,46
261,95,8,8,46
269,103,8,8,46
277,111,8,8,46
285,119,8,8,46
293,127,8,8,46
301,135,8,8,46
309,143,8,8,46
317,151,8,8,46
325,159,8,8,46
333,167,8,8,46
341,175,8,8,46
349,183,8,8,46
357,191,8,8,46
365,199,8,8,46
373,207,8,8,46
381,215,8,8,46
389,223,8,8,46
397,231,8,8,46
405,239,8,8,46
413,247,8,8,46
421,255,8,8,46
429,263,8,8,46
437,271,8,8,46
445,279,8,8,46
453,287,8,8,46
461,295,8,8,46
469,303,8,8,46
477,311,8,8,46
485,319,8,8,46
493,327,8,8,46
501,335,8,8,46
509,343,8,8,46
517,351,8,8,46
525,359,8,8,46
533,367,8,8,46
541,375,8,8,46
549,367,8,-8,46
557,359,8,-8,46
565,351,8,-8,46
573,343,8,-8,46
581,335,8,-8,46
589,327,8,-8,46
597,319,8,-8,46
605,311,8,-8,46
613,303,8,-8,46
621,295,8,-8,46
629,287,8,-8,46
637,279,8,-8,46
645,271,8,-8,46
653,263,8,-8,46
661,255,8,-8,46
653,247,-8,-8,46
645,239,-8,-8,46
637,231,-8,-8,46
629,223,-8,-8,46
621,215,-8,-8,46
613,207,-8,-8,46
605,199,-8,-8,46
597,191,-8,-8,46
589,183,-8,-8,46
581,175,-8,-8,46
573,167,-8,-8,46
565,159,-8,-8,46
557,151,-8,-8,46
549,143,-8,-8,46
541,135,-8,-8,46
533,127,-8,-8,46
525,119,-8,-8,46
517,111,-8,-8,46
509,103,-8,-8,46
501,95,-8,-8,46
493,87,-8,-8,46
485,79,-8,-8,46
477,71,-8,-8,46
469,63,-8,-8,46
461,55,-8,-8,52
453,47,-8,-8,58
445,39,-8,-8,64
437,31,-8,-8,70
429,23,-8,-8,76
421,31,-8,8,82
413,39,-8,8,88
405,47,-8,8,94
397,55,-8,8,94
389,63,-8,8,94
381,71,-8,8,94
373,79,-8,8,94
365,87,-8,8,94
357,95,-8,8,94
349,103,-8,8,94
341,111,-8,8,94
333,119,-8,8,94
325,127,-8,8,94
317,135,-8,8,94
309,143,-8,8,100
301,151,-8,8,106
293,159,-8,8,112
285,167,-8,8,118
277,175,-8,8,124
269,183,-8,8,130
261,191,-8,8,136
253,199,-8,8,142
245,207,-8,8,148
237,215,-8,8,154
229,223,-8,8,160
221,231,-8,8,166
213,239,-8,8,172
205,247,-8,8,178
197,255,-8,8,184
189,263,-8,8,190
181,271,-8,8,196
173,279,-8,8,202
165,287,-8,8,208
157,295,-8,8,214
149,303,-8,8,220
141,311,-8,8,226
133,319,-8,8,232
125,327,-8,8,238
117,335,-8,8,244
109,343,-8,8,250
101,351,-8,8,256
93,359,-8,8,262
85,367,-8,8,268
77,375,-8,8,274
69,367,-8,-8,280
61,359,-8,-8,286
53,351,-8,-8,280
45,343,-8,-8,280
53,335,8,-8,280
61,327,8,-8,280
69,319,8,-8,280
77,311,8,-8,280
85,303,8,-8,274
93,295,8,-8,268
101,287,8,-8,262
109,279,8,-8,256
117,271,8,-8,250
125,263,8,-8,250
133,255,8,-8,250
141,247,8,-8,250
149,239,8,-8,250
157,231,8,-8,250
165,223,8,-8,250
173,215,8,-8,250
181,207,8,-8,250
189,199,8,-8,250
197,191,8,-8,250
205,183,8,-8,250
213,175,8,-8,250
221,167,8,-8,250
229,159,8,-8,250
237,151,8,-8,250
245,143,8,-8,250
253,135,8,-8,250
261,127,8,-8,250
269,119,8,-8,250
277,111,8,-8,250
285,103,8,-8,250
293,95,8,-8,250
301,87,8,-8,250
309,79,8,-8,250
317,71,8,-8,250
325,63,8,-8,250
333,55,8,-8,250
341,47,8,-8,244
349,39,8,-8,238
357,31,8,-8,232
365,23,8,-8,226
373,31,8,8,226
381,39,8,8,226
389,47,8,8,226
397,55,8,8,226
405,63,8,8,226
413,71,8,8,226
421,79,8,8,226
429,87,8,8,226
437,95,8,8,226
445,103,8,8,226
453,111,8,8,226
461,119,8,8,226
469,127,8,8,226
477,135,8,8,226
485,143,8,8,226
493,151,8,8,226
501,159,8,8,226
509,167,8,8,226
517,175,8,8,226
525,183,8,8,226
533,191,8,8,226
541,199,8,8,226
549,207,8,8,226
557,215,8,8,226
565,223,8,8,226
573,231,8,8,226
581,239,8,8,226
589,247,8,8,226
597,255,8,8,226
605,263,8,8,226
613,271,8,8,226
621,279,8,8,226
629,287,8,8,226
637,295,8,8,226
645,303,8,8,226
653,311,8,8,226
661,319,8,8,226
653,327,-8,8,226
645,335,-8,8,226
637,343,-8,8,226
629,351,-8,8,226
621,359,-8,8,226
613,367,-8,8,226
605,375,-8,8,226
597,367,-8,-8,220
589,359,-8,-8,214
581,351,-8,-8,208
573,343,-8,-8,202
565,335,-8,-8,196
557,327,-8,-8,190
549,319,-8,-8,184
541,311,-8,-8,178
533,303,-8,-8,178
525,295,-8,-8,178
517,287,-8,-8,178
509,279,-8,-8,178
501,271,-8,-8,178
493,263,-8,-8,178
485,255,-8,-8,178
477,247,-8,-8,178
469,239,-8,-8,178
461,231,-8,-8,172
453,223,-8,-8,166
445,215,-8,-8,160
437,207,-8,-8,154
429,199,-8,-8,148
421,191,-8,-8,142
413,183,-8,-8,136
405,175,-8,-8,130
397,167,-8,-8,124
389,159,-8,-8,118
381,151,-8,-8,112
373,143,-8,-8,106
365,135,-8,-8,100
357,127,-8,-8,94
349,119,-8,-8,94
341,111,-8,-8,94
333,103,-8,-8,94
325,95,-8,-8,94
317,87,-8,-8,94
309,79,-8,-8,94
301,71,-8,-8,94
293,63,-8,-8,94
285,55,-8,-8,94
277,47,-8,-8,94
269,39,-8,-8,94
261,31,-8,-8,94
253,23,-8,-8,94
245,31,-8,8,94
237,39,-8,8,94
229,47,-8,8,94
221,55,-8,8,94
213,63,-8,8,94
205,71,-8,8,94
197,79,-8,8,94
189,87,-8,8,94
181,95,-8,8,94
173,103,-8,8,94
165,111,-8,8,94
157,119,-8,8,100
149,127,-8,8,106
141,135,-8,8,112
133,143,-8,8,118
125,151,-8,8,124
117,159,-8,8,130
109,167,-8,8,136
101,175,-8,8,142
93,183,-8,8,148
85,191,-8,8,154
77,199,-8,8,160
69,207,-8,8,166
61,215,-8,8,172
53,223,-8,8,178
45,231,-8,8,184
53,239,8,8,190
61,247,8,8,196
69,255,8,8,202
77,263,8,8,208
85,271,8,8,214
93,279,8,8,220
101,287,8,8,220
109,295,8,8,220
117,303,8,8,214
125,311,8,8,208
133,319,8,8,202
141,327,8,8,196
149,335,8,8,190
157,343,8,8,184
165,351,8,8,178
173,359,8,8,172
181,367,8,8,166
189,375,8,8,160
197,367,8,-8,160
205,359,8,-8,160
213,351,8,-8,160
221,343,8,-8,160
229,335,8,-8,160
237,327,8,-8,160
245,319,8,-8,160
253,311,8,-8,160
261,303,8,-8,160
269,295,8,-8,160
277,287,8,-8,160
285,279,8,-8,160
293,271,8,-8,160
301,263,8,-8,160
309,255,8,-8,160
317,247,8,-8,160
325,239,8,-8,160
333,231,8,-8,160
341,223,8,-8,160
349,215,8,-8,160
357,207,8,-8,160
365,199,8,-8,160
373,191,8,-8,160
381,183,8,-8,160
389,175,8,-8,160
397,167,8,-8,160
405,159,8,-8,160
413,151,8,-8,160
421,143,8,-8,160
429,135,8,-8,160
437,127,8,-8,160
445,119,8,-8,160
453,111,8,-8,160
461,103,8,-8,160
469,95,8,-8,160
477,87,8,-8,160
485,79,8,-8,160
493,71,8,-8,160
501,63,8,-8,160
509,55,8,-8,160
517,47,8,-8,160
525,39,8,-8,160
533,31,8,-8,160
541,23,8,-8,160
549,31,8,8,160
557,39,8,8,160
565,47,8,8,160
573,55,8,8,160
581,63,8,8,160
589,71,8,8,160
597,79,8,8,160
605,87,8,8,160
613,95,8,8,160
621,103,8,8,160
629,111,8,8,160
637,119,8,8,160
645,127,8,8,160
653,135,8,8,160
661,143,8,8,160
653,151,-8,8,160
645,159,-8,8,160
637,167,-8,8,160
629,175,-8,8,160
621,183,-8,8,160
613,191,-8,8,166
605,199,-8,8,172
597,207,-8,8,178
589,215,-8,8,184
581,223,-8,8,190
573,231,-8,8,196
565,239,-8,8,196
557,247,-8,8,196
549,255,-8,8,196
541,263,-8,8,196
533,271,-8,8,196
525,279,-8,8,196
517,287,-8,8,196
509,295,-8,8,196
501,303,-8,8,196
493,311,-8,8,196
485,319,-8,8,196
477,327,-8,8,196
469,335,-8,8,196
461,343,-8,8,196
453,351,-8,8,196
445,359,-8,8,196
437,367,-8,8,196
429,375,-8,8,190
421,367,-8,-8,184
413,359,-8,-8,178
405,351,-8,-8,172
397,343,-8,-8,166
389,335,-8,-8,160
381,327,-8,-8,154
373,319,-8,-8,148
365,311,-8,-8,142
357,303,-8,-8,142
349,295,-8,-8,142
341,287,-8,-8,142
333,279,-8,-8,142
325,271,-8,-8,142
317,263,-8,-8,142
309,255,-8,-8,142
301,247,-8,-8,136
293,239,-8,-8,130
285,231,-8,-8,124
277,223,-8,-8,118
269,215,-8,-8,112
261,207,-8,-8,106
253,199,-8,-8,100
245,191,-8,-8,94
237,183,-8,-8,88
229,175,-8,-8,82
221,167,-8,-8,76
213,159,-8,-8,70
205,151,-8,-8,64
197,143,-8,-8,58
189,135,-8,-8,52
181,127,-8,-8,46
173,119,-8,-8,40
165,111,-8,-8,34
157,103,-8,-8,28
149,95,-8,-8,22
141,87,-8,-8,16
133,79,-8,-8,14
125,71,-8,-8,14
117,63,-8,-8,20
109,55,-8,-8,20
101,47,-8,-8,20
93,39,-8,-8,20
85,31,-8,-8,26
77,23,-8,-8,32
69,31,-8,8,38
61,39,-8,8,44
53,47,-8,8,50
45,55,-8,8,56
37,63,-8,8,62
29,71,-8,8,68
21,79,-8,8,74
13,87,-8,8,80
343,191,-8,8,156
335,199,-8,8,162
327,207,-8,8,168
319,215,-8,8,174
311,223,-8,8,180
303,231,-8,8,186
295,239,-8,8,186
287,247,-8,8,186
279,255,-8,8,186
271,263,-8,8,186
263,271,-8,8,186
255,279,-8,8,186
247,287,-8,8,186
239,295,-8,8,186
231,303,-8,8,186
223,311,-8,8,186
215,319,-8,8,186
207,327,-8,8,186
199,335,-8,8,186
191,343,-8,8,186
183,351,-8,8,186
175,359,-8,8,186
167,367,-8,8,186
159,375,-8,8,186
151,367,-8,-8,180
143,359,-8,-8,174
135,351,-8,-8,168
127,343,-8,-8,162
119,335,-8,-8,156
111,327,-8,-8,156
103,319,-8,-8,156
95,311,-8,-8,156
87,303,-8,-8,156
79,295,-8,-8,156
71,287,-8,-8,156
63,279,-8,-8,156
55,271,-8,-8,156
47,263,-8,-8,156
39,255,-8,-8,156
47,247,8,-8,156
55,239,8,-8,156
63,231,8,-8,156
71,223,8,-8,156
79,215,8,-8,156
87,207,8,-8,156
95,199,8,-8,156
103,191,8,-8,156
111,183,8,-8,156
119,175,8,-8,162
127,167,8,-8,168
135,159,8,-8,174
143,151,8,-8,180
151,143,8,-8,186
159,135,8,-8,186
167,127,8,-8,186
175,119,8,-8,186
183,111,8,-8,186
191,103,8,-8,186
199,95,8,-8,186
207,87,8,-8,186
215,79,8,-8,186
223,71,8,-8,186
231,63,8,-8,186
239,55,8,-8,186
247,47,8,-8,186
255,39,8,-8,186
263,31,8,-8,186
271,23,8,-8,186
279,31,8,8,186
287,39,8,8,186
295,47,8,8,186
303,55,8,8,186
311,63,8,8,186
319,71,8,8,186
327,79,8,8,186
335,87,8,8,186
343,95,8,8,186
351,103,8,8,186
359,111,8,8,186
367,119,8,8,186
375,127,8,8,186
383,135,8,8,186
391,143,8,8,186
399,151,8,8,186
407,159,8,8,186
415,167,8,8,186
423,175,8,8,186
431,183,8,8,186
439,191,8,8,186
447,199,8,8,186
455,207,8,8,186
463,215,8,8,186
471,223,8,8,186
479,231,8,8,186
487,239,8,8,186
495,247,8,8,186
503,255,8,8,186
511,263,8,8,186
519,271,8,8,186
527,279,8,8,186
535,287,8,8,186
543,295,8,8,186
551,303,8,8,186
559,311,8,8,186
567,319,8,8,186
575,327,8,8,186
583,335,8,8,186
591,343,8,8,186
599,351,8,8,186
607,359,8,8,186
615,367,8,8,186
623,375,8,8,186
631,367,8,-8,186
639,359,8,-8,186
647,351,8,-8,186
655,343,8,-8,186
663,335,8,-8,186
671,327,8,-8,186
679,319,8,-8,186
687,311,8,-8,186
357,175,8,-8,150
365,167,8,-8,150
373,159,8,-8,150
381,151,8,-8,150
389,143,8,-8,150
397,135,8,-8,150
405,127,8,-8,150
413,119,8,-8,150
421,111,8,-8,150
429,103,8,-8,150
437,95,8,-8,150
445,87,8,-8,150
453,79,8,-8,150
461,71,8,-8,150
469,63,8,-8,150
477,55,8,-8,150
485,47,8,-8,150
493,39,8,-8,150
501,31,8,-8,150
509,23,8,-8,150
517,31,8,8,150
525,39,8,8,150
533,47,8,8,150
541,55,8,8,150
549,63,8,8,150
557,71,8,8,150
565,79,8,8,150
573,87,8,8,150
581,95,8,8,150
589,103,8,8,150
597,111,8,8,150
605,119,8,8,150
613,127,8,8,150
621,135,8,8,150
629,143,8,8,150
637,151,8,8,150
645,159,8,8,150
653,167,8,8,150
661,175,8,8,150
653,183,-8,8,150
645,191,-8,8,150
637,199,-8,8,150
629,207,-8,8,150
621,215,-8,8,150
613,223,-8,8,150
605,231,-8,8,150
597,239,-8,8,150
589,247,-8,8,150
581,255,-8,8,150
573,263,-8,8,150
565,271,-8,8,150
557,279,-8,8,150
549,287,-8,8,150
541,295,-8,8,150
533,303,-8,8,150
525,311,-8,8,150
517,319,-8,8,150
509,327,-8,8,150
501,335,-8,8,150
493,343,-8,8,150
485,351,-8,8,150
477,359,-8,8,150
469,367,-8,8,150
461,375,-8,8,150
453,367,-8,-8,150
445,359,-8,-8,150
437,351,-8,-8,150
429,343,-8,-8,150
421,335,-8,-8,150
413,327,-8,-8,150
405,319,-8,-8,150
397,311,-8,-8,150
389,303,-8,-8,150
381,295,-8,-8,150
373,287,-8,-8,150
365,279,-8,-8,150
357,271,-8,-8,150
349,263,-8,-8,150
341,255,-8,-8,150
333,247,-8,-8,150
325,239,-8,-8,150
317,231,-8,-8,150
309,223,-8,-8,150
